"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL1517";"OXYTETRACYCLINE";"5-HYDROXYTETRACYCLINE DIHYDRATE|BERKMYCEN|CHEMOCYCLINE|E703|GALENOMYCIN|Hi-Tet|IMPERACIN|Microtet|NITOX|NSC-757262|NSC-9169|OXITETRACYCLINE|OXTC|OXYMYCIN|OXYTETRACYCLINE|OXYTETRACYCLINE (ANHYDROUS)|OXYTETRACYCLINE ANHYDROUS|OXYTETRACYCLINE DEHYDRATE|OXYTETRACYCLINE DIHYDRATE|OXYTETRACYCLINUM DIHYDRAS|OXYTETRAMIX-250|Oxytetracycline|TERRAFUNGINE|TERRAMYCINE|Terramycin|Tetraplex|UNIMYCIN";"NSC-757262|NSC-9169";"4.0";"Proter Laboratory Spa|John J Ferrante|Pfizer Laboratories Div Pfizer Inc|Purepac Pharmaceutical Co|Impax Laboratories Inc|Hikma Pharmaceuticals Llc|Casper Pharma Llc";"'-cycline'";"";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"1964";"J01AA06 | D06AA03 | S01AA04 | G01AA07 | J01AA56";"J01AA - Tetracyclines | D06AA - Tetracycline and derivatives | S01AA - Antibiotics | G01AA - Antibiotics | J01AA - Tetracyclines";"J01A - TETRACYCLINES | D06A - ANTIBIOTICS FOR TOPICAL USE | S01A - ANTIINFECTIVES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | J01A - TETRACYCLINES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | S01 - OPHTHALMOLOGICALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS | S - SENSORY ORGANS | G - GENITO URINARY SYSTEM AND SEX HORMONES | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial,Antirickettsial; Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Prescription Only";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12"
"CHEMBL443";"SULFAMETHOXAZOLE";"ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL-DS|Gantanol|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULFAMETHOXAZOLUM|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK";"NSC-147832|RO 4-2130|RO-4-2130|STX-608";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|Novitium Pharma Llc|Able Laboratories Inc|Prasco Llc Dba Prasco Laboratories|Bedford Laboratories Div Ben Venue Laboratories Inc|Rising Pharma Holdings Inc|Akorn Operating Co Llc|Teva Pharmaceuticals Usa Inc";"'sulfa-'";"1962";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1973";"J01EC01";"J01EC - Intermediate-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"
"CHEMBL1082";"AMOXICILLIN";"AMIX 125|AMIX 250|AMIX 500|AMOPEN|AMORAM|AMOXICILLIN|AMOXICILLIN (ANHYDROUS)|AMOXICILLIN (AS TRIHYDRATE)|AMOXICILLIN ANHYDROUS|AMOXICILLIN HYDRATE|AMOXICILLIN PEDIATRIC|AMOXICILLIN TRIHYDRATE|AMOXICILLINE|AMOXICILLINUM TRIHYDRICUM|AMOXIDENT 250|AMOXIDENT 500|AMOXIL FIZTAB|AMOXIL SF|AMOXYCILLIN|AMOXYKE|AMOXYMED|AMRIT|ATOKSILIN|Amoxi-Inject|Amoxi-Tabs|Amoxicilline|Amoxil|Amoxycillin|Aquacil|BRL 2333|BRL-2333|Biomox|DAMOXY|DEDOXIL|DEMOKSIL|Dispermox|FLEMOXIN SOLUTAB|GALENAMOX|LARGOPEN|Larotid|MOKSILIN|MOXATAG|NSC-277174|POLYMOX|PROMOXIL|REMOXIL|RESPILLIN|Robamox|Sumox|TOPRAMOXIN|Trimox|UTIMOX|Vetremox|WYMOX|ZOXYCIL 250|ZOXYCIL 500";"BRL 2333|BRL-2333|NSC-277174";"4.0";"Dava Pharmaceuticals Inc|Redhill Biopharma Ltd|Us Antibiotics Llc|Glaxosmithkline|Takeda Pharmaceuticals Usa Inc|Mylan Pharmaceuticals Inc|Chartwell Life Molecules Llc|Laboratorios Atral Sarl|Rising Pharma Holdings Inc|Micro Labs Ltd";"'-cillin'";"1972";"penicillins";"'-cillin(-cillin)'";"1974";"J01CA04";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-7977488-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL428";"TROVAFLOXACIN";"CP-99219|TROVAFLOXACIN|Trovafloxacin";"CP-99219";"4.0";"Pfizer Pharmaceuticals Inc|Pfizer Central Research";"'-oxacin'";"";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"";"J01MA13";"J01MA - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12"
"CHEMBL1541";"CEFIXIME";"ANHYDROUS CEFIXIME|CEFIXIME|CEFIXIME ANHYDROUS|CEFIXIME HYDRATE|CEFIXIME TRIHYDRATE|CEPHORAL|CITROPEN|CL 284,635|CL-284635|Cefspan|FK 027|FK-027|FR 17027|FR-17027|Oroken|Suprax";"CL 284,635|CL-284635|FK 027|FK-027|FR 17027|FR-17027";"4.0";"Alkem Laboratories Ltd|Lederle Laboratories Div American Cyanamid Co|Lupin Pharmaceuticals Inc|Sandoz Inc|Aurobindo Pharma Ltd|Belcher Pharmaceuticals Llc|Lupin Ltd";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DD08";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-9233112-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1"
"CHEMBL161";"CEFTRIAXONE";"CEFTRIAXON|CEFTRIAXONE|Ceftriaxone";"";"4.0";"Atlantide Pharmaceuticals Ag|Akorn Operating Co Llc|Bedford Laboratories Div Ben Venue Laboratories Inc|Teva Pharmaceuticals Usa Inc|Fresenius Kabi Usa Llc|Hospira Inc|Aurobindo Pharma Ltd|Agila Specialties Private Ltd|Facta Farmaceutici Spa|Lupin Ltd";"'cef-'";"1981";"cephalosporins";"'cef-(cef-)'";"1984";"J01DD04 | J01DD54";"J01DD - Third-generation cephalosporins | J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS | J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1"
"CHEMBL1753";"CLINDAMYCIN";"7(S)-CHLORO-7-DEOXYLINCOMYCIN|Antirobe|CHLORODEOXYLINCOMYCIN|CHLOROLINCOMYCIN|CLINDAMYCIN|Cleocin|Cleocin T|Clindamycin|Sobelin|U-21,251|U-21251";"U-21,251|U-21251";"4.0";"Epic Pharma Llc|Micro Labs Ltd|Teva Pharmaceuticals Usa Inc|Sun Pharmaceutical Industries Ltd|Watson Laboratories Inc|Aurobindo Pharma Ltd|Pharmacia And Upjohn Co|Lannett Holdings Inc|Mylan Pharmaceuticals Inc|Lannett Co Inc";"'-mycin'";"1968";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1970";"G01AA10 | D10AF51 | D10AF01 | J01FF01";"G01AA - Antibiotics | D10AF - Antiinfectives for treatment of acne | D10AF - Antiinfectives for treatment of acne | J01FF - Lincosamides";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | D10 - ANTI-ACNE PREPARATIONS | D10 - ANTI-ACNE PREPARATIONS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1"
"CHEMBL1537";"AZLOCILLIN";"AZLOCILLIN|Azlin|Azlocillin|J01CA09|NSC-758227";"J01CA09|NSC-758227";"4.0";"Bayer Pharmaceuticals Corp";"'-cillin'";"1976";"penicillins";"'-cillin(-cillin)'";"1982";"J01CA09";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL127";"MEROPENEM";"ICI 194,660|ICI-194660|MERONEM|MEROPENEM|MEROPENEM (AS TRIHYDRATE)|MEROPENEM ANHYDROUS|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|MEROPENEM, ANHYDROUS|MERREM I.V.|Merrem|Merrem i.v.|NSC-759621|SM-7338";"ICI 194,660|ICI-194660|NSC-759621|SM-7338";"4.0";"Daewoong Pharmaceutical Co Ltd|Steriscience Pte Ltd|Sandoz Inc|Hospira Inc|Hq Specialty Pharma Corp|Gland Pharma Ltd|Eugia Pharma Specialities Ltd|Amneal Pharmaceuticals|B Braun Medical Inc|Savior Lifetec Corp";"'-penem'";"1992";"antibacterial antibiotics, carbapenem derivatives";"'-penem(-penem)'";"1996";"J01DH02";"J01DH - Carbapenems";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-8680136-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12"
"CHEMBL1146";"CEFAMANDOLE";"CEFAMANDOLE|CEPHAMANDOLE|COMPOUND 83405|COMPOUND-83405|J01DC03";"COMPOUND 83405|COMPOUND-83405|J01DC03";"4.0";"";"'cef-'";"1973";"cephalosporins";"'cef-(cef-)'";"";"J01DC03";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1"
"CHEMBL2103929";"LYMECYCLINE";"CICLOLYSAL|CICLOLYSINE|LYMECYCLINE|MUCOMYCIN|TETRACYCLINE-L-METHYLENELYSINE|TETRACYCLINEMETHYLENELYSINE|TETRALYSAL|TETRALYSAL 150|TETRALYSAL 300";"";"4.0";"";"'-cycline'";"";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"";"J01AA04";"J01AA - Tetracyclines";"J01A - TETRACYCLINES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"0";"0";"Unknown";"CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL33";"LEVOFLOXACIN";"CRAVIT|DR-3355|EVOXIL|Floxacin|IQUIX|L-OFLOXACIN|LEVOFLOXACIN|LEVOFLOXACIN (AS HEMIHYDRATE)|LEVOFLOXACIN ANHYDROUS|LEVOFLOXACIN HEMIHYDRATE|LEVOFLOXACIN HYDRATE|Levaquin|NOFAXIN|NSC-758709|OFLOXACIN S-(-)-FORM|OFLOXACIN S-(-)-FORM HEMIHYDRATE|OFLOXACIN, (S)-|OFTAQUIX|QUINSAIR|Quixin|RWJ-25213|TAVANIC|VOLEQUIN";"DR-3355|NSC-758709|RWJ-25213";"4.0";"Inforlife Sa|Jubilant Generics Ltd|Macleods Pharmaceuticals Ltd|Watson Laboratories Inc|Santen Inc|Mylan Pharmaceuticals Inc|Mylan Asi Llc|Emcure Pharmaceuticals Ltd|Zydus Pharmaceuticals Usa Inc|Akorn Operating Co Llc";"'-oxacin'";"1996";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1996";"S01AE05 | J01MA12";"S01AE - Fluoroquinolones | J01MA - Fluoroquinolones";"S01A - ANTIINFECTIVES | J01M - QUINOLONE ANTIBACTERIALS";"S01 - OPHTHALMOLOGICALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"US-6806256-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"1";"Prescription Only";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23"
"CHEMBL575";"METHICILLIN";"2,6-DIMETHOXYPHENYL PENICILLIN|METHICILLIN|METICILLIN|Methicillin|Staphcillin";"";"4.0";"Apothecon Inc Div Bristol Myers Squibb";"'-cillin'";"1962";"penicillins";"'-cillin(-cillin)'";"1982";"J01CF03";"J01CF - Beta-lactamase resistant penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL1447";"LINCOMYCIN";"LINCOLNENSIN|LINCOMYCIN|U-10,149|U-10149";"U-10,149|U-10149";"4.0";"Micro Labs Ltd|Watson Laboratories Inc|Praxgen Pharmaceuticals Llc|Xgen Pharmaceuticals Djb Inc|Pfizer Inc|Pharmacia And Upjohn Co";"'-mycin'";"1962";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1964";"J01FF02";"J01FF - Lincosamides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"1";"Prescription Only";"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1"
"CHEMBL1201224";"CEFMENOXIME";"CEFMENOXIME|Cefmenoxime|SCE-1365";"SCE-1365";"4.0";"Tap Pharmaceutical Products Inc";"'cef-'";"1981";"cephalosporins";"'cef-(cef-)'";"1987";"J01DD05";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1"
"CHEMBL1436";"CEFUROXIME";"640/359|CEFUROXIME|CEFUROXIME ACID|Cefuroxime|Cefuroximine|Kefurox|Zinacef";"640/359";"4.0";"Samson Medical Technologies Llc|Fresenius Kabi Usa Llc|Hospira Inc|Watson Laboratories Inc|Eli Lilly And Co|Pai Holdings Llc Dba Pharmaceutical Associates Inc|Hikma Farmaceutica Portugal Lda|B Braun Medical Inc|Teva Pharmaceuticals Usa|Acs Dobfar Spa";"'cef-'";"1984";"cephalosporins";"'cef-(cef-)'";"";"J01DC02 | S01AA27";"J01DC - Second-generation cephalosporins | S01AA - Antibiotics";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1"
"CHEMBL2106988";"PENAMECILLIN";"HAVAPEN|PENAMECILLIN|WY-20,788|WY-20788";"WY-20,788|WY-20788";"4.0";"";"'-cillin'";"1987";"penicillins";"'-cillin(-cillin)'";"";"J01CE06";"J01CE - Beta-lactamase sensitive penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C"
"CHEMBL438";"SULFAMERAZINE";"Mesulfa|Methypyrimal|NSC-27259|SULFAMERAZINE|SULFAMERAZINE (TRISULFAPYRIMIDINES)|SULPHAMERAZINE|Sulfamerazine|Sulfamethyldiazine|Sumedin";"NSC-27259";"4.0";"Wyeth Ayerst Laboratories|Bristol Myers Squibb Co|Lederle Laboratories Div American Cyanamid Co|Alpharma Us Pharmaceuticals Division|Pal Pak Inc|Forest Pharmaceuticals Inc|Eli Lilly And Co|Purepac Pharmaceutical Co|Lannett Co Inc|Impax Laboratories Inc";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1982";"D06BA06 | J01ED07";"D06BA - Sulfonamides | J01ED - Long-acting sulfonamides";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | J01E - SULFONAMIDES AND TRIMETHOPRIM";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1"
"CHEMBL22";"TRIMETHOPRIM";"BW 56-72|BW-56-72|INFECTOTRIMET|IPRAL|LEDATRIM|MONOTRIM|NIH-204|NSC-106568|Polytrim|Primsol|Proloprim|Proloprin|SYRAPRIM|TCMDC-125538|TIEMPE|TRIMETHOPRIM|TRIMETHOPRIMUM|TRIMOGAL|TRIMOPAN|TRIMPEX 200|TRIPRIMIX 200|Trimpex|WELLCOPRIM";"BW 56-72|BW-56-72|NIH-204|NSC-106568|TCMDC-125538";"4.0";"Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Bausch And Lomb Pharmaceuticals Inc|Novitium Pharma Llc|Able Laboratories Inc|Prasco Llc Dba Prasco Laboratories|Bedford Laboratories Div Ben Venue Laboratories Inc|Akorn Operating Co Llc|Vista Pharmaceuticals Inc|Teva Pharmaceuticals Usa Inc";"'-prim'";"1964";"antibacterials (trimethoprim type), dihydrofolate reductase (DHFR) inhibitors";"'-prim(-prim)'";"1973";"J01EA01";"J01EA - Trimethoprim and derivatives";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"0";"Prescription Only";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"
"CHEMBL891";"CLOXACILLIN";"CLOXACILLIN|Cloxacillin|Cloxapen|ORBENIN|Tegopen";"";"4.0";"Apothecon Inc Div Bristol Myers Squibb|Teva Pharmaceuticals Usa Inc|Glaxosmithkline";"'-cillin'";"1963";"penicillins";"'-cillin(-cillin)'";"1974";"J01CF02";"J01CF - Beta-lactamase resistant penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL3291398";"LEFAMULIN";"BC-3781|LEFAMULIN";"BC-3781";"4.0";"Nabriva Therapeutics Ireland Dac";"'-mulin'";"2014";"antibacterials, pleuromulin derivatives";"'-mulin(-mulin)'";"2019";"J01XX12";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8071643-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O"
"CHEMBL927";"CEFDINIR";"BMY-28488|CEFDINIR|CEFDINIR ANHYDROUS|CEFZON|CI-983|Cefzon|FK 482|FK-482|NSC-758926|Omnicef";"BMY-28488|CI-983|FK 482|FK-482|NSC-758926";"4.0";"Alkem Laboratories Ltd|Sandoz Inc|Orchid Healthcare|Aurobindo Pharma Ltd|Abbvie Inc|Teva Pharmaceuticals Usa|Lupin Ltd";"'cef-'";"1991";"cephalosporins";"'cef-(cef-)'";"1997";"J01DD15";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1"
"CHEMBL32";"MOXIFLOXACIN";"AVELOX|AVELOX I.V.|AVELOX IV|Avelox|MOXIFLOXACIN|Moxifloxacin|Vigamox|ZIMOXIN";"";"4.0";"Sunshine Lake Pharma Co Ltd|Mylan Pharmaceuticals Inc|Novartis Pharmaceuticals Corp|Akorn Operating Co Llc|Torrent Pharmaceuticals Ltd|Indoco Remedies Ltd|Imprimis Pharmaceuticals Usa Llc|Fresenius Kabi Usa Llc|Upsher Smith Laboratories Llc|Aurobindo Pharma Ltd";"'-oxacin'";"1998";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"1999";"J01MA14 | S01AE07";"J01MA - Fluoroquinolones | S01AE - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"";"US-8450311-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"1";"Prescription Only";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"
